female,BA,AA,black,hispanic,exper,jc,univ,stotal,totcoll,wage
0,1,0,0,0,162,0,3.577777,-0.2815804,3.577777,11
1,0,0,0,0,136,0,0,-0.6476817,0,6
0,0,0,0,0,152,0,2.033333,0.2904528,2.033333,10.4
0,1,0,0,0,112,3.5,2.088883,-0.0527671,5.588883,12.52083
0,0,1,0,0,143,2.966667,0.3777771,0.3590968,3.344444,5.621733
1,1,0,0,0,128,0,4.35555,0.7709606,4.35555,18
0,0,0,0,0,158,0,0,0.2446901,0,6.40121
0,0,0,0,0,90,0,7.5,1.388757,7.5,15.8095
1,0,0,1,0,145,0,0,-1.036664,0,7.505773
0,0,0,0,0,139,0,0,-1.540053,0,9
1,0,0,0,0,146,0,0,0.4506221,0,9.037052
1,0,0,0,0,77,0,0,0.7709606,0,13.72656
0,0,0,0,0,144,0,0,-0.0070045,0,14.5
0,0,0,0,0,144,0,6.922219,1.480282,6.922219,9.149994
1,0,0,0,0,137,0,0,0.7023167,0,9.2
1,0,0,0,0,44,0,0,0,0,5.493477
0,1,0,0,0,134,0.9666666,4.133333,-0.6934443,5.1,13.25
1,0,0,0,0,121,0.0333333,6.15,0.7023167,6.183333,8.863158
0,1,0,0,0,132,0.1,4.236104,0.9082486,4.336104,13.54167
0,1,0,0,0,146,0,4.433333,0,4.433333,7
0,0,0,0,0,166,0,0,0.0387582,0,10
0,1,0,0,0,102,2.2,4.188883,-0.327343,6.388884,16.16628
0,1,0,0,0,101,0,4.088883,0.4277408,4.088883,7.23
1,0,0,0,0,72,0,0,0,0,5.481138
1,0,0,0,0,115,0,0,-0.1214111,0,6.55
0,1,0,0,0,30,0,5.688876,0.725198,5.688876,17.5
0,0,0,0,0,162,0,0.8666657,0.5192661,0.8666657,10.8
1,0,0,0,0,135,0,0,0.9540113,0,9.074999
1,0,0,0,0,148,0,0,-0.1671738,0,8.545035
1,1,0,0,0,152,0,4.2,1.869264,4.2,14.78261
1,0,0,0,0,138,0,0,-0.6248003,0,10.22222
1,0,1,1,0,112,3.04444,0,-1.837511,3.04444,4.879997
1,1,0,0,0,74,0,4.3,0.4963847,4.3,14.80185
1,0,0,0,0,94,0,0,0,0,4.799999
0,1,0,0,0,151,0.1333333,5.311104,1.137062,5.444438,17.1
0,0,0,0,0,3,0,7.177771,0.4506221,7.177771,7.777778
1,0,1,0,0,119,2.2,0,-0.327343,2.2,5
1,1,0,0,0,108,0,4.233333,1.777739,4.233333,4.096774
1,0,0,0,0,141,0.0222222,2.699999,0.8624859,2.722221,4.147983
0,1,0,0,0,149,0,4.566667,-0.3502244,4.566667,15.46554
1,0,1,0,0,131,2.166667,0,-0.327343,2.166667,10.4
1,1,0,1,0,106,0,5.133333,-2.066324,5.133333,5.949997
1,0,0,0,0,131,0,0.2,0.2446901,0.2,9.5
1,0,0,0,0,97,0,0,1.228587,0,4.967337
1,0,0,0,1,115,0,0,-0.8764949,0,6.76
1,0,0,0,0,161,2.133333,3.4,0.5650287,5.533334,10
1,0,0,0,0,46,0,0,0.1989275,0,4.28625
0,1,0,0,0,125,0,4.466667,1.27435,4.466667,17.98499
0,0,0,0,0,114,0.4444438,0,0.3133341,0.4444438,15.23809
0,0,0,0,0,152,0,0,0.8167233,0,5.416666
0,0,0,0,0,156,0,5.466667,-0.464631,5.466667,11.25
0,1,0,0,0,129,0,2.466663,0.9540113,2.466663,11.5
0,0,0,0,0,143,1.533333,0,1.4574,1.533333,18.9
1,1,0,0,0,51,2,3.466663,0.9311299,5.466662,14.28571
1,0,0,0,0,156,0,0,0.4735034,0,10.10393
0,0,0,0,0,144,0,7.5,1.388757,7.5,9.749999
0,1,0,0,0,126,0,4.3,0.6107914,4.3,19
0,0,0,0,0,149,0.6666667,1.05,0,1.716667,12
0,1,0,0,0,45,0,5.033333,0.9997739,5.033333,17.77778
1,0,0,0,0,117,0,5.633333,0.6336727,5.633333,15.5
0,1,0,0,0,138,0,4.95,1.823502,4.95,24
0,1,0,0,0,166,0,6.577771,1.388757,6.577771,20
1,0,0,0,0,93,0,5.266667,1.434519,5.266667,17
0,1,0,1,0,152,0,4.222221,0.7709606,4.222221,16
1,0,0,0,0,53,0,0,0.3362154,0,6.5
1,1,0,0,0,131,0,5.6,0.3362154,5.6,13.6
1,0,0,0,0,60,0,0,-0.6248003,0,5.5
1,1,0,0,0,85,0,2.666667,1.640451,2.666667,7.929999
0,1,0,0,0,131,0,6.488881,0.793842,6.488881,14.8
0,0,0,0,0,36,0,6.6,1.365875,6.6,6.5
0,0,0,0,0,91,0,0,-2.134968,0,10
1,0,0,1,0,158,0,0.3333333,0.1989275,0.3333333,8.295456
0,0,0,0,0,126,0,4.133333,0.5650287,4.133333,6.039997
0,0,0,0,0,92,0,7.5,0.4963847,7.5,5.25
1,0,0,0,0,151,0,0,-0.7849696,0,7.328001
0,1,0,0,0,133,0,3.516667,0.9311299,3.516667,16.44773
0,0,0,0,0,94,0,0,-2.157849,0,7.020681
0,0,0,0,0,133,0,0,-2.226493,0,12.92325
0,1,0,0,0,128,0,4.477773,1.61757,4.477773,14.17933
0,1,0,0,0,107,0,4.433333,0.5192661,4.433333,14.976
1,0,0,0,0,141,0,0,1.228587,0,7.5
1,1,0,0,0,139,0,4.522217,-0.4417497,4.522217,9
1,0,0,0,0,143,0,0,0.8624859,0,8.659996
1,0,0,0,0,88,0,0,-0.3502244,0,7.919168
0,1,0,0,0,120,0,5.044438,1.571807,5.044438,11.66667
1,0,0,0,0,109,0,0,-0.395987,0,4.172334
1,0,0,0,0,63,0,0,0.1074022,0,4.046087
0,0,0,0,0,145,0,0,0.3590968,0,6.460739
0,0,0,0,1,131,0,0.8666667,0.5192661,0.8666667,5.120968
1,0,1,0,1,103,2.2,0,-0.807851,2.2,5.773672
1,0,0,0,0,55,0.5,0,-1.013783,0.5,6.949997
1,0,0,0,0,82,0,0,0.5192661,0,5
0,0,0,0,0,108,0,0,-0.8764949,0,5.286771
1,1,0,0,0,131,0,4.8,1.571807,4.8,9.879998
0,0,0,0,0,141,0,4.575,1.388757,4.575,14.08
1,0,0,0,0,141,0,0,0,0,7
1,0,0,0,0,135,0,0,-0.2586991,0,12.31717
1,1,0,0,0,67,0,5.766667,1.228587,5.766667,4.503464
0,0,0,0,0,155,0,0,-0.8764949,0,9.719994
1,0,0,0,0,105,1.333331,1.533333,0,2.866665,7
0,1,0,0,0,141,0,5.022217,0.0158769,5.022217,8.5
0,1,0,0,0,116,0,3.477799,1.61757,3.477799,13.85681
1,0,0,0,0,147,0,0,1.091299,0,5
0,1,0,0,1,151,2.8,2.866667,0.1302835,5.666667,24.3
1,0,1,0,0,157,0,1.999998,0.9997739,1.999998,7.849998
1,0,0,1,0,116,0,0.8333333,0.1074022,0.8333333,12.38249
1,1,0,0,0,120,0,5.516667,1.045537,5.516667,16.4
0,0,1,0,0,140,1.466667,0.5333334,-0.1442924,2,11.5
1,0,0,0,0,19,0,0,-1.151071,0,4.099998
0,1,0,0,0,101,0,4.666667,1.434519,4.666667,17.14286
0,0,1,0,0,79,1.45,1.755552,1.434519,3.205553,4.5
1,1,0,0,0,138,0,4.2,0.9997739,4.2,11.7125
1,0,0,1,0,146,2.033333,0,0,2.033333,7.5
0,0,0,0,0,144,0,0.4666667,0.9311299,0.4666667,12.08333
1,1,0,0,0,133,1.466667,3.427775,0.1531648,4.894442,6.339623
1,0,0,0,0,80,0,0,-0.601919,0,11.69309
1,1,0,0,0,79,1.266667,2.966667,1.27435,4.233334,4.618937
1,0,0,0,0,166,0,0,0.8853673,0,17.89839
1,0,0,0,0,146,0.0666667,0,-0.4417497,0.0666667,7.579998
1,1,0,0,0,109,0,4.016667,1.114181,4.016667,10.17269
0,1,0,0,0,128,2.266663,4.15,0.5650287,6.416663,11.11111
1,0,0,0,1,151,0,0,-1.082427,0,9.099999
0,0,0,0,0,85,0,0,-2.775645,0,9.399994
1,1,0,0,0,158,2.366667,1.682219,0.5650287,4.048886,16.25
1,0,0,0,0,96,0,0,-0.601919,0,7.823327
1,0,0,0,0,55,0,0,0.9768926,0,4.25
1,1,0,0,0,102,0,3.666667,-1.105308,3.666667,11.18999
1,1,0,0,0,141,0.1333331,3.80555,0.4963847,3.938884,7.261905
1,0,0,0,0,128,0,0,0.2446901,0,4.349998
1,0,0,0,0,131,0.3333328,6.63333,0.5421474,6.966663,15.132
1,1,0,0,0,98,0,4.011106,1.297231,4.011106,5.789474
0,0,0,0,1,134,0,0,-1.562935,0,9
0,0,0,0,0,154,0,0,0.5421474,0,8.479999
0,0,0,0,0,149,1.95555,0,-1.540053,1.95555,10.22222
0,0,0,0,1,154,0.0333333,0,-0.533275,0.0333333,11.875
1,1,0,0,0,116,0,4.266667,1.091299,4.266667,14.58333
1,0,0,0,1,105,0,0,-1.219715,0,5.56582
1,1,0,0,0,125,0,4.8,0.3133341,4.8,8.222223
1,0,0,0,0,64,0,0,-1.242596,0,6.329998
1,1,0,1,0,124,0,5.5,0.4735034,5.5,13.65714
0,0,0,0,0,142,0,0,0.0845208,0,8.750001
1,1,0,1,0,81,0.1,4.033333,-1.402765,4.133333,5.199997
0,0,0,1,0,84,0,7.5,0.5192661,7.5,19.11765
1,0,0,0,0,57,0,0,-0.8993762,0,6.5
0,0,0,0,0,135,0,6.533333,2.029434,6.533333,8.750001
1,1,0,1,0,79,1.166667,1,-0.0070045,2.166667,8.650001
1,0,0,0,0,115,0,0,0,0,9
1,0,1,0,0,78,2.233333,0,0.5421474,2.233333,11.1099
1,0,0,0,0,37,0,0,0.2675714,0,6.945727
1,0,0,0,0,159,0,0,0.3590968,0,8
1,0,0,0,0,124,0,2.166667,0,2.166667,7.915
0,1,0,0,0,154,2.222219,1.9,0,4.122219,11.46
0,0,0,0,0,125,0,0,0.0158769,0,16.5
1,0,0,0,0,138,0,0,1.022655,0,4.889999
1,0,0,0,1,128,0,0,-1.562935,0,9.985887
0,1,0,0,0,156,1.977775,2.033333,-0.0070045,4.011108,24.5
0,0,0,0,0,153,0,0,-0.2586991,0,15.5
1,1,0,0,0,136,0,5.183325,1.091299,5.183325,11.70732
0,0,0,0,0,122,1.666667,0,-1.059546,1.666667,18.4
0,1,0,0,0,162,2.2,2.244441,1.068418,4.444441,16
0,0,0,0,0,120,0,7.5,1.045537,7.5,14.47368
1,0,0,1,0,152,0,0,-1.494291,0,6.580393
1,1,0,1,0,113,0,4.333333,0,4.333333,6.241878
1,0,0,0,0,78,0,0,0.3590968,0,8.750001
1,0,0,0,0,42,0,0,-0.395987,0,3.75
1,0,0,1,0,151,0,0,-0.5790377,0,15
0,1,0,0,0,145,0.0833333,2.066667,-0.327343,2.15,14.25
1,0,0,0,0,94,0,0.6166667,-0.9909015,0.6166667,6.25
0,0,1,0,0,157,1.333333,0.1,1.091299,1.433333,21.65127
1,0,0,1,0,91,0,5.833333,-0.9451389,5.833333,5.471428
1,0,0,0,1,110,0.8,0.3333333,-0.2586991,1.133333,7.21709
0,0,0,0,0,134,0,0,-0.395987,0,12.5
1,0,0,0,0,89,0.1,2.933333,-1.471409,3.033333,5.25
0,1,0,0,0,127,0,4.3,0.3590968,4.3,12.125
0,0,0,0,1,131,0,0,-0.5790377,0,10.68984
0,0,0,0,0,160,0.8,0,-0.533275,0.8,14.4
1,1,0,0,0,72,2.166667,2.666667,0.725198,4.833333,15.37176
1,1,0,0,0,134,0,4.35555,1.137062,4.35555,13.97836
1,1,0,0,0,67,0,4.3,1.159943,4.3,5.526315
0,0,0,0,0,150,0,0,0.6107914,0,10
1,1,0,1,0,136,0,5,-0.3044617,5,17.71428
0,0,0,0,0,149,0,0,0.7023167,0,5
0,1,0,0,0,126,0,6.044438,0.4963847,6.044438,11.5
0,0,1,0,0,102,2.333333,0,-1.265478,2.333333,5
0,0,0,0,0,100,0,0,-0.4875124,0,7.169355
0,0,0,1,0,158,0.3777774,0,0.0387582,0.3777774,16
1,0,0,0,0,124,1.133333,0,0.4277408,1.133333,7.5
1,1,0,0,0,114,0.9777766,4.111106,-0.0527671,5.088882,11.11111
1,1,0,0,0,145,0,3.833333,1.663332,3.833333,11.5
0,0,0,0,0,164,0,0,0.5650287,0,13
0,0,0,0,1,88,0,0,0,0,5
0,0,0,0,0,115,0,0.0666667,-1.082427,0.0666667,6.344126
0,1,0,0,0,116,0,6.466667,0.5421474,6.466667,23.09469
1,0,1,0,0,112,2.716667,0,0.1989275,2.716667,5.286771
0,1,0,0,0,118,0,4.066667,1.159943,4.066667,18
0,0,0,0,0,166,1.866667,0,0.8853673,1.866667,18
1,0,0,1,0,14,0,1.466667,-1.585816,1.466667,7.42422
0,1,0,0,0,121,0,4.8,0.8396046,4.8,8.666668
0,1,0,0,0,137,0,4.933333,1.297231,4.933333,15
1,1,0,0,0,114,0,4.3,1.640451,4.3,6.762018
0,1,0,0,0,132,0,4.111106,0.8396046,4.111106,9
1,0,0,0,0,82,0,0,0.1760461,0,4.04762
1,0,0,0,0,104,0.1333333,0,1.205706,0.1333333,8.660508
1,1,0,0,0,106,0,4.4,0.9768926,4.4,2.322224
1,1,0,0,0,132,0,5.855554,1.640451,5.855554,15.3
1,0,0,0,0,159,2.3,0.5,1.045537,2.8,11.54734
1,0,0,1,0,159,0.3666662,0,-1.31124,0.3666662,8.625
1,0,0,0,0,96,0,0,0,0,4.515385
0,0,0,0,0,161,2.133333,0,-0.2358177,2.133333,9.699769
0,1,0,0,0,141,0,3.633329,1.4574,3.633329,9.249999
0,1,0,0,0,126,0,6.311104,0.1989275,6.311104,13.7905
1,1,0,0,0,122,0,4.999992,0,4.999992,13.02
1,1,0,0,0,126,0,4.333329,0.8167233,4.333329,13.44828
0,0,0,0,0,162,0,0,-0.0527671,0,10.75
0,0,0,0,1,158,0.6166667,0,-1.700223,0.6166667,10
1,0,0,0,0,158,0,0,0.6336727,0,7.28
1,1,0,0,0,137,0,4.05,1.205706,4.05,19.53489
1,0,0,0,0,43,0,0,-0.327343,0,9.023685
1,0,0,1,0,97,0,2.955549,-2.249375,2.955549,5.773672
1,0,0,1,0,97,0,0,-1.768867,0,4.416859
0,1,0,0,0,129,0.9555542,3.6,-0.327343,4.555554,11.8
0,0,1,0,0,150,2.066667,0,-0.9680202,2.066667,9.985413
0,1,0,0,0,134,0,3.822219,0.1760461,3.822219,17.12
0,0,0,0,1,126,0,0,0.3362154,0,11.54734
0,1,0,0,0,123,2.033333,2.4,0.1302835,4.433333,10.5
0,0,0,0,0,166,0,3.133333,0.1760461,3.133333,13.936
0,0,0,0,0,151,0,0,-0.1671738,0,10.39261
0,0,0,0,0,161,0.4,0,0.8396046,0.4,23.09469
0,0,0,1,0,123,0,0,-1.883273,0,4.605263
0,0,0,0,0,162,0,0,0,0,16.66667
1,1,0,0,0,63,0,4.04444,1.480282,4.04444,5.147459
1,0,0,0,0,80,0,5.199991,0.7709606,5.199991,16.49621
0,0,0,0,0,153,0,0,-1.242596,0,7.3903
0,0,0,0,0,155,0.3,0,0.1302835,0.3,13.1
0,0,0,0,0,137,0,0,-2.295137,0,4
0,1,0,0,0,163,0,3.911106,0.7709606,3.911106,30.90909
1,0,1,0,0,161,2.5,0.4,0.3819781,2.9,9
0,0,0,0,0,85,0.3333328,0,-1.517172,0.3333328,15
0,1,0,0,0,123,0,5.577771,-1.562935,5.577771,20
0,0,0,0,0,141,2.583333,0,-0.1442924,2.583333,13.5
1,0,0,1,0,157,0,0,-1.402765,0,7
1,1,0,0,0,90,0,4.9,0.656554,4.9,5.699997
1,0,0,0,0,141,0,0,0.5879101,0,14.18999
1,0,0,1,0,147,0,0,-2.615476,0,5.761089
0,0,0,0,0,134,0,0,0.1531648,0,15.75
1,0,0,0,0,159,0.4666667,2.166663,1.022655,2.63333,8.5
0,0,0,0,0,162,0,0.4666667,0.7480794,0.4666667,11.95
0,1,0,0,0,150,0,4.177773,0.4277408,4.177773,18.40909
1,0,0,0,0,101,0,0.1,-0.5561563,0.1,3.349999
0,0,0,0,0,127,0,0,-2.043443,0,7.349998
1,1,0,0,0,119,0.2666663,4.144438,-1.151071,4.411105,4.8
0,0,1,0,0,156,2.266667,0,0.5192661,2.266667,9.2
1,0,0,0,0,110,0,0,-0.327343,0,3.320549
1,0,0,0,0,109,1.233333,0,0.3819781,1.233333,7.65
0,0,0,0,0,118,0,5.599992,0.8396046,5.599992,24.66666
0,1,0,0,0,117,0,4.066667,1.480282,4.066667,10.33333
0,1,0,0,0,135,0,5.233333,0.9768926,5.233333,9.943501
1,0,0,0,0,50,0,0,-0.8993762,0,5.25
1,0,1,0,0,61,1.3,0.9333333,0.6336727,2.233333,7.682727
1,0,0,0,0,151,0,0,0.4277408,0,6.849998
1,1,0,0,0,149,0,4,1.320112,4,9.349998
0,0,0,0,0,128,0,0,-2.180731,0,4
1,1,0,0,0,102,0,4.5,-0.0298858,4.5,9.485714
1,0,0,0,0,55,0,0,-0.5790377,0,5.549999
0,0,0,0,0,149,0,0,-1.402765,0,7.799999
0,0,0,0,0,150,0,0,-0.0985298,0,11.6
1,1,0,0,0,147,2,2.377775,0.2675714,4.377775,10.25
1,0,0,0,0,72,0,0,0.2904528,0,10
1,0,0,0,0,62,0,0,-1.242596,0,3.5
0,0,0,0,0,137,0.1555553,0.1333332,-0.9451389,0.2888885,6.666667
1,1,0,0,0,102,0,3.733333,1.548926,3.733333,9.715501
0,0,1,0,1,145,2.266667,0.6666654,-1.265478,2.933332,11.567
0,0,0,0,0,142,0,0,-1.036664,0,6.153846
0,1,0,0,0,110,0,4.266667,1.4574,4.266667,15.56
0,0,0,0,0,122,0.999999,0,0.656554,0.999999,9.565216
0,0,0,0,0,129,1.333333,0,0.0845208,1.333333,8
0,0,0,0,0,107,0,0,-0.8993762,0,8.009995
1,1,0,0,0,102,0,4.566667,1.548926,4.566667,16
1,0,0,0,1,131,0,0,-0.7849696,0,9.332853
1,0,0,0,0,138,0,5.466662,1.709095,5.466662,4.4
1,0,0,0,0,91,0,0,-0.5103937,0,4.5
0,0,0,0,0,135,0,0,-1.036664,0,11
0,0,0,0,0,140,0,0,0.5192661,0,11.11111
1,0,0,1,0,78,0,7.5,0,7.5,5.55111
1,0,0,0,0,138,0,0,0.9082486,0,11.26613
0,1,0,0,0,135,0,4.333325,0.6794354,4.333325,10.75
0,0,0,0,0,141,0,2.766667,0.5879101,2.766667,13.33333
0,0,0,0,0,162,0,0,0.0616395,0,7.3903
1,0,0,0,0,134,0,0.2888885,0.8624859,0.2888885,8.199998
0,1,0,0,0,137,0.1666667,4.222217,0.0387582,4.388883,17
1,0,0,0,0,161,0,0,-0.601919,0,13.60999
0,1,0,0,0,124,1.066667,4.733333,0.4048594,5.8,13.61533
1,0,0,0,0,150,0,1.266667,0.9082486,1.266667,15.55556
0,0,0,0,0,100,0,0,-1.105308,0,12
1,0,0,0,0,136,0,0.1333333,-0.4875124,0.1333333,13.60072
0,1,0,0,0,161,0,2.911106,0.8396046,2.911106,9.5
1,0,0,0,0,97,0.2,0.1,1.091299,0.3,12.61516
1,0,0,0,0,105,0,0.85,1.022655,0.85,5
0,0,0,0,0,159,0,0,0.3590968,0,15
0,0,0,0,0,122,0,0,-0.6476817,0,10.47619
1,1,0,0,0,142,0,2,0.1989275,2,18.5
0,0,0,1,0,135,0,0.6,0.0616395,0.6,10.875
0,0,0,0,0,108,2,1.7,-1.242596,3.7,8
0,0,0,0,0,165,0,0,0,0,16
1,0,1,0,0,148,2.166667,0.1,0.2675714,2.266667,3.75
1,1,0,0,0,133,0,4.533333,1.022655,4.533333,15.8095
0,0,0,0,0,162,0,0,-0.0527671,0,6.299999
1,1,0,1,0,163,0,2.899996,-0.395987,2.899996,13.5
0,0,0,0,0,113,0,5.4,1.342994,5.4,16.25
1,0,0,0,0,102,0,0,0.656554,0,4.761905
1,1,0,0,0,136,0,4.977771,1.137062,4.977771,12.5
0,0,1,0,0,146,3.833333,0,-2.203612,3.833333,10.5
0,0,0,1,0,149,1.866667,0,-0.0985298,1.866667,10.60526
0,1,0,0,0,91,0,7.5,1.388757,7.5,18.5
0,0,0,0,0,159,2.355551,0,-0.9909015,2.355551,10
0,0,0,0,0,136,0,2.1,1.297231,2.1,32.5
0,0,0,0,0,129,0,1.266667,1.045537,1.266667,7.849998
0,0,0,0,0,161,0,0,-0.2358177,0,5.451428
0,0,0,0,0,153,0,0.4444438,-0.4417497,0.4444438,3.75
1,0,0,0,1,39,0,2.066667,-1.402765,2.066667,3.810224
0,1,0,1,0,127,0,4.033333,-1.288359,4.033333,8.935
0,1,0,0,0,118,0,4.444438,0.2446901,4.444438,18.6
0,0,0,0,0,164,0.1,0.3,-1.196833,0.4,10.8
1,0,0,1,0,107,0,0,-2.089205,0,3.349999
1,1,0,0,0,132,0,4.733326,0.0158769,4.733326,8
0,0,0,0,0,139,0.4,1.033333,-0.5561563,1.433333,9.249999
0,1,0,0,0,158,0,4.8,0.1989275,4.8,9.139999
1,1,0,0,0,138,0,5.166667,1.937908,5.166667,20.18476
0,0,0,0,0,151,0,0.9333333,0.5192661,0.9333333,13.74
1,0,0,0,0,148,0,0,-1.379884,0,8.142336
0,0,0,0,0,133,0,0,-0.8307323,0,8.166668
0,0,1,0,0,126,2.999998,0,-1.768867,2.999998,9.450001
1,1,0,0,0,135,0.8333333,4.244438,1.045537,5.077771,15.47059
1,1,0,0,0,121,0,7.466667,1.045537,7.466667,12
1,0,1,0,0,143,2.866667,0,0,2.866667,17.74007
1,1,0,0,0,149,3.099996,2.033333,0.0616395,5.133329,14
0,1,0,1,0,123,0,3.366667,-1.105308,3.366667,15.15593
0,1,0,0,0,82,0,4.566667,-0.6934443,4.566667,40
0,0,1,0,0,162,2.288886,0,0.0616395,2.288886,8.888889
0,0,0,0,0,146,0,0,-0.9680202,0,10.6
1,0,0,0,1,130,0,0,-1.379884,0,3.172063
1,0,0,0,0,158,0,0,0.9997739,0,12
0,0,0,0,0,161,0,0,0.7023167,0,10.287
1,1,0,0,0,143,0,5.122217,0.8396046,5.122217,6.145162
1,0,0,0,0,155,0,0,-0.2129364,0,11.54734
0,0,1,0,0,147,2.133333,0,0.0845208,2.133333,8.5
0,1,0,0,0,87,0,5.866663,1.411638,5.866663,7.372979
0,0,0,0,0,160,0,0,-1.105308,0,8.400001
1,0,0,0,0,46,0,0,0.1760461,0,17.99811
1,0,0,0,0,123,0,0.3388886,0.1531648,0.3388886,7.5
1,0,0,0,0,127,0,0,-0.7849696,0,5.979875
0,1,0,0,0,139,0,3.833333,1.251469,3.833333,13.5
0,0,0,0,0,163,0,0,-0.464631,0,6
0,0,0,0,0,143,0,0,-1.631579,0,13.716
0,0,0,0,0,143,0,5.199996,0.1074022,5.199996,15.6
1,0,0,0,0,108,0,0,1.228587,0,17.89474
1,1,0,0,0,145,0,5.133333,0.793842,5.133333,4.75
0,0,0,0,0,154,0,0,0.7023167,0,12.94
0,0,0,0,0,135,0,1,0.0158769,1,11.55555
0,0,0,1,0,94,0,0,-1.494291,0,5.25
0,0,0,0,0,86,0.9,0,-1.173952,0.9,3.349999
1,0,1,0,0,148,0,2.822219,0.656554,2.822219,9.6
0,1,0,0,0,147,0,3.999996,1.022655,3.999996,21
1,1,0,1,0,99,0,3.2,0.2446901,3.2,10
0,1,0,0,0,68,2.03333,2.133332,-0.5561563,4.166663,6.24
0,0,0,0,0,114,0,5.577767,0,5.577767,20.75
1,0,0,0,0,131,0,2.766667,0.1760461,2.766667,7.555555
1,0,0,0,0,79,0,0,-1.173952,0,5.25
1,1,0,0,0,98,0,4.166667,1.342994,4.166667,10.10393
1,0,0,0,0,24,0,0,-0.6248003,0,3.349999
0,1,0,0,0,125,1.086665,3.199999,0.9997739,4.286664,23.25
1,0,0,0,0,142,2.933333,0.4666667,0,3.4,18.25
0,0,0,0,0,135,0,6.833333,0.3819781,6.833333,22
1,0,0,0,1,100,0,0,-0.6476817,0,7.794457
0,1,0,0,0,116,0,5.633333,0.6107914,5.633333,19.55556
1,0,0,0,0,56,0,0,0.0158769,0,3.5
1,0,0,0,0,69,0,0,-1.105308,0,4.758094
1,0,0,0,1,56,0,0,-2.226493,0,6.400798
1,0,0,0,0,134,1.888887,0,-0.8307323,1.888887,15.375
0,0,0,0,0,93,0.1,7.2,1.983671,7.3,16
1,0,0,1,0,135,0,5.366659,0.0387582,5.366659,32.5
0,0,0,0,0,146,0,5.266663,1.205706,5.266663,11.4
1,0,0,0,0,131,0,0,-0.3044617,0,8.421053
0,1,0,0,0,128,0,4.2,0.1302835,4.2,18.75
1,1,0,0,0,166,0,4.466667,-1.402765,4.466667,10
1,0,0,1,0,137,0,0.2666667,-1.334121,0.2666667,5.546875
1,0,0,0,0,143,0,1.966667,0.8396046,1.966667,21
1,0,0,0,0,160,0,0,-0.1671738,0,6
1,1,0,0,0,48,0,3.888888,1.159943,3.888888,7.249471
0,0,0,0,0,162,0,0,-0.9451389,0,12.4
0,0,0,0,0,157,0,0,0.1302835,0,12.5
1,0,0,0,1,6,0,0,-0.0070045,0,4.410095
0,1,0,0,0,132,2.044442,2.177775,0.3362154,4.222217,14.22222
1,0,0,0,0,132,0,0,-0.1214111,0,8
1,0,0,0,0,152,1.533333,0,0.4277408,1.533333,8.799996
0,0,0,0,0,95,0,7.044434,0.3133341,7.044434,8.899999
1,0,0,0,1,101,0,0,-0.7849696,0,2.367206
1,0,0,0,0,100,0,0,0,0,5.099998
0,0,0,0,0,166,0,0,-0.4188684,0,15.5
0,1,0,0,0,133,0,5.166667,0.5421474,5.166667,16.25
1,0,0,0,0,88,0.7,0,0.8167233,0.7,5
1,0,0,0,0,145,0,3.2,1.503163,3.2,11.62791
0,0,0,0,0,126,1.216667,0,-0.4188684,1.216667,7.25
1,1,0,0,0,125,2.266667,1.8,0.9997739,4.066667,9.675001
1,0,0,0,0,110,0,2.233333,0.4735034,2.233333,9
1,0,0,0,0,42,0,0,-0.4188684,0,9.27795
1,1,0,0,0,94,0,3.566665,0.793842,3.566665,4.352823
1,0,1,0,0,144,0,2.333333,0.8853673,2.333333,13.39999
1,0,0,1,0,123,1.533333,1.799998,-0.5561563,3.333331,15.23809
1,0,0,1,0,88,0,0,-1.082427,0,3.432994
0,1,0,0,0,140,0,4.666663,0.0158769,4.666663,26
0,0,0,0,0,162,0,0,-0.8536136,0,19.23077
0,0,0,0,0,97,0,0,-0.1671738,0,16.31131
1,0,0,0,0,26,0.1,5.833325,0.2446901,5.933325,9.815242
0,0,0,0,0,160,0,0,0.9540113,0,16
0,1,0,0,0,149,0,4.288884,1.983671,4.288884,20
1,0,0,0,1,161,2.866667,0,-0.0756485,2.866667,8.248103
0,0,0,0,0,159,0,0,0,0,7.988711
0,0,0,1,0,157,0,0,-1.700223,0,10.92999
1,0,1,0,0,139,2.066664,0.2666656,0.5421474,2.33333,12.41
1,0,0,0,0,130,0,5.6,1.27435,5.6,9.038496
1,0,0,0,0,60,0,0,-0.5790377,0,3.431046
0,1,0,0,0,124,2.433329,4.666663,0.3590968,7.099992,13.37061
1,1,0,0,0,117,0,4.333333,0.9540113,4.333333,16.8
0,1,0,0,1,98,0,4.133333,0,4.133333,7.5
0,1,0,0,0,112,0.0666667,4.733333,1.182824,4.8,16.8
1,0,0,0,0,138,0,0.7,-0.0756485,0.7,8.253159
1,0,0,0,0,151,0,0,-0.7620883,0,6
0,1,0,0,0,125,2.866663,1.833333,0.6794354,4.699996,13.33333
1,1,0,0,0,114,0,4.633333,0.9997739,4.633333,17.24138
1,0,0,0,0,63,0,0,-0.1214111,0,3.840726
0,1,0,0,0,137,0,4.6,1.137062,4.6,11.6
0,0,0,0,0,165,0,0,-0.1214111,0,10
1,0,1,0,0,126,1.511109,2.622222,0.0845208,4.133331,15
0,0,0,0,0,154,0,0,-0.9680202,0,5.25
0,1,0,0,0,143,1.966667,1.6,-0.1671738,3.566667,17.37875
